,Description,url
75,"Outline:
1. Weight-for-age percentile growth chart from WHO
a. Steps for plotting points on the growth chart
b. Example of plotting and interpreting plotted points
2. Average growth of a child
a. Weight on the 50th percentile line
b. Weekly weight gain of a boy
c. Daily weight gain of a boy
3. Growth problems indicated by growth charts
a. Sharp incline in the growth charts
i. Incline because of effective breastfeeding
ii. Incline because of adequate complementary feeding
b. Sharp decline in the growth charts
c. Flat growth line in the growth charts
d. Slow growth",https://www.youtube.com/watch?v=kMfRiR4p2Uw&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=9
76,<!--css-build:shady-->,https://www.youtube.com/watch?v=Il1gMQkWI44&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=10
77,"1. ब्रैस्ट क्रॉल क्या है? 
   * ब्रैस्ट क्रॉल और तंदुरुस्त शिशु 
   * ब्रैस्ट क्रॉल और बीमार शिशु  
2. ब्रैस्ट क्रॉल करवाने की तयारी| 
3. सामान्य तरीके से हुए शिशु के लिए ब्रैस्ट क्रॉल करवाने का तरीका|
4. ऑपरेशन से हुए शिशु के लिए ब्रैस्ट क्रॉल करवाने का तरीका|
5. ब्राट्स क्रॉल करवाने के लिए कितना समय लगता है|
6. शिशु के लिए ब्रैस्ट क्रॉल की ज़रूरत|
  *शिशु के लिए कोलस्ट्रम की ज़रूरत 
  *माँ और शिशु के नंगे शरीरों का एक दूसरे के करीब रहने की ज़रूरत 

7. माँ के लिए ब्रैस्ट क्रॉल की ज़रूरत|",https://www.youtube.com/watch?v=esj5XNnSE4Y&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=11
78,"१. कंगारू मदर केयर के बारे में -
.
- कंगारू मदर केयर क्या है?
- कंगारू मदर केयर किस को देना चाहिए |

* उन शिशुओं को  जिन्हे लगातार निगरानी की जरूरत ना हो।
* उन शिशुओं को जिनका वज़न जन्म के दौरान ढाई किलो से कम हो।
* और उन शिशुओं के लिए भी जिन्होंने माँ के गर्भ में नौ महीने पूरे किये हों ।

२. कंगारू मदर केयर के भाग हैं-

-  शिशु को मां के  नंगे शरीर के साथ रखा जाना ।
* लेट् डाउन रिफ्लेक्स | 
* और सिर्फ स्तनपान कराना। 

- पहले 6 महीने तक शिशु को सिर्फ मां का ही दूध पिलाना ।

३. कंगारू मदर केयर इसीलिए ज़रूरी है क्योंकि -
* इससे शिशु को फायदा होता है 
* और माँ को भी | 

४.  कंगारू मदर केयर (के एम सी) कौन कर सकता है?
५. एम सी करने वाले  के लिए कुछ ज़रूरी ध्यान देने वाली  बातें 
६. के एम सी करते हुए किस तरह के कपड़े पहनने चाहिए -
*  एम सी करने वाले को 
* और शिशु को भी 

७. के एम सी करने का पूरा तरीका  
* शिशु की स्थिति 
* स्तनपान कराना  
* कुछ ज़रूरी ध्यान देने वाली  बातें 
* खींचने वाले कपड़े का इस्तेमाल करना 

८. केएमसी के दौरान शिशु को लपेटे हुए कपड़े में से निकालना | 
९. केएमसी के दौरान शिशु में खतरे की निशानियाँ |",https://www.youtube.com/watch?v=Yk6VkHK2Ld0&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=12
79,"१.   माँ और शिशु के लिए कंगारू बैग इस्तेमाल करने के फायदे  | 
२.  टोपी के साथ कंगारू बैग बनाने का तरीका | 
     *रंग और डिजाईन के हिसाब से फ्लैनेल कपड़े को चुनना | 
     *थैली और शिशु के पैर डालने की मोरी के लिए कपड़े को मोड़ना और फिर उसे काटना  | 
     *बेल्टों के लिए कपड़े को काटना और फिर उसे सिलना | 
     *टोपी के लिए कपड़े को काटना और फिर उसे सिलना | 
     *थैली को सिलना | 
     *थैली के साथ दो बेल्टों को सिलना | 
     *थैली के साथ तीसरी बेल्ट को सिलना | 
     *टोपी को बैग के साथ सिलना |",https://www.youtube.com/watch?v=O0K6A4cr0Rc&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=13
80,"शारीरिक तरीकों से माँ का दूध बढ़ाने के तरीके

1. कंगारू मदर केयर
 2. ऑक्सीटोसिन रिफ्लेक्स को बेहतर करना 
      *गरम पानी की सेक 
      *स्तनपान से पहले माँ के पीठ और स्तन की मालिश 
3. स्तन पर शिशु के मुँह की सही पकड़
4. स्तन को हल्क़े से दबाना 
5. रात को स्तनपान कराना  
6. कई-कई बार स्तनपान कराना 
7. शिशु को हलकी-हल्की भूख होने के संकतों को समझना
8. अपना दूध खुद अपने हाथों से निकालना 
9. निप्पल और डिब्बे का पाउडर वाला दूध इस्तेमाल न करना 
10. माँ का आत्म-विश्वास बढ़ाना
11. शिशु के वज़न की नियमित जांच करना",https://www.youtube.com/watch?v=dq6fHaf4df4&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=14
81,<!--css-build:shady-->,https://www.youtube.com/watch?v=XSja_fYbLZ8&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=15
82,"1. स्तन के दूध को संभालने से पहले खुद की साफ़-सफाई पर ध्यान देना |
.
2. स्तन के दूध को संभाल के रखने के लिए ढक्कन वाले सही डिब्बे चुनना |

3. चुने गए डिब्बों को अच्छे से धो कर सुखाना |
 
4.  डिब्बों में कितनी मात्रा में स्तन के दूध को डालना चाहिए?

5. डिब्बों पर तारीख और वक्त जैसी ज़रूरी जानकारी लिखना|

6. स्तन के दूध को फ्रिज में संभाल के रखने के लिए कुछ ध्यान देने वाली बातें |

7. स्तन के दूध को फ्रिज के बाहर संभाल के रखने के लिए कुछ ध्यान देने वाली बातें -

          7. 1. स्तन के दूध को कमरे के आम तापमान में संभालना

          7.2.  स्तन के दूध को एक ठंडे बैग या ठंडे बक्से में संभालना

8. स्तन के दूध को बर्फ की तरह जमाने के लिए कुछ ध्यान देने वाली बातें |",https://www.youtube.com/watch?v=Auw-MiPbaZw&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=16
83,"1. संभाले हुए दूध को शिशु के देने के लिए किस तरह त्यार करें?
1.1. स्तन के दूध को संभालने से पहले खुद के साफ़-सफाई पर ध्यान देना | 
1.2. बर्फ की तरह जमाए हुए दूध को किस तरह पिघाला जाए?
1.3. शिशु को पिलाने  से पहले संभाले गए स्तन के दूध को किस तरह हल्का गरम किया जाए | 

2.  किस तरह पिलाएं हाथ से निकाले गए दूध को बताई गई चीज़ों से -
2.1. एक छोटा कप 
2.2. एक पलङाई 
2.3. एक निफ़्टी कप 
2.4. एक चमच्च 

3.  कुछ ज़रूरी बातें जिनसे हाथ से निकाले गए दूध को पिलाते हुए शिशु का दम न घुटे |",https://www.youtube.com/watch?v=IdHxQaaTGIA&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=17
84,<!--css-build:shady-->,https://www.youtube.com/watch?v=tq9zLBH6toM&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=18
85,"1. कड़क स्तन होना
    (1) क्या होते हैं कड़क स्तन?
    (2) कड़क स्तन और भरे हुए स्तनों में फर्क |
    (3) कड़क स्तन होने के कारण |
    (4) कड़क स्तनों का इलाज |
    (5) कड़क स्तनों से बचाव |
.
2.  स्तनों में दर्द वाली सूजन होना
    (1) क्या होता स्तनों में दर्द वाली सूजन?
    (2) कैसे बंद नलियों की वजह से  स्तनों में सूजन हो जाती है?
    (3) क्यों होती है स्तनों में दर्द वाली सूजन |
    (4) स्तनों में दर्द वाली सूजन का इलाज |
    (5) स्तनों में दर्द वाली सूजन से बचाव |",https://www.youtube.com/watch?v=V_ERLFKbNww&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=19
86,"1. दरारों भरे ज़ख़्मी निप्पल
 
a. दरारों भरे ज़ख़्मी निप्पल के कारण

i. निप्पल से दूध पिलाना 
ii. फफूंदी या बैक्टीरिया का इन्फेक्शन होना 
iii. हर बार स्तनपान के बाद निप्पल को धोने की आदत होना 
iv. शिशु को जुडी हुई जीभ होना 

 b.  दरारों भरे ज़ख़्मी निप्पल का इलाज 
 c. दरारों भरे ज़ख़्मी निप्पल से बचना 

2. चपटे या उल्टे निप्पल 

a. क्या होते हैं चपटे या उल्टे निप्पल 
b. क्या करना चाहिए अगर चपटे या उल्टे निप्पल हों 
c. और क्या नहीं करना चाहिए अगर चपटे या उल्टे निप्पल हों",https://www.youtube.com/watch?v=T13G1oQdNWg&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=20
87,"1. शरीर के लिए ज़रूरी पोषक तत्व |
2. छिपी हुई भूख |
3. पहले प्रकार के पोषक तत्व |
4. दूसरे प्रकार के पोषक तत्व |
5. प्रत्येक श्रेणी में शामिल ज़रूरी पोषक तत्वों के नाम |
6. शरीर का विकास ना होना |
7. पहले और दूसरे प्रकार के पोषक तत्वों के बीच में फर्क 
         * शरीर के ऊतकों में इन पोषक तत्वों की मौजूदगी
        * शिशु के लिए माँ के दूध में इन पोषक तत्वों का होना 
        * इन पोषक तत्वों की कमी होने पर हमारे शरीर की प्रतिक्रिया
        * इन पोषक तत्वों की कमी से होने वाली बिमारियों का इलाज",https://www.youtube.com/watch?v=K1ay8uGEpik&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=23
88,"१. जंक फ़ूड क्या है ?
२. जंक फ़ूड  में मौजूद सामग्री | 
३. आम तौर पर खाये जाने वाले जंक फ़ूड कौनसे हैं | 
४.  शक्कर का इंसुलिन प्रतिरोध पर असर | 
५. शक्कर का ब्लड प्रेशर पर असर | 
६. जंक फ़ूड में मौजूद कम फाइबर का शरीर पर असर | 
७. फाइबर के शरीर के लिए फायदे | 
८. बुरे चर्बी के उदाहरण | 
९. बुरे चर्बी का शरीर पर असर | 
१०. जंक फ़ूड का शरीर पर हानिकारक असर |",https://www.youtube.com/watch?v=gNwfRp8Q258&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=24
89,"१. जंक फ़ूड क्या है?

२. ज़्यादा जंक फ़ूड खाने के कारक |
* जंक फ़ूड का आसानी से मिलना
* काम-काजी माओं को घर पर खाना बनाने  का वक़्त न मिल पाना
* जंक फ़ूड का सस्ता होना
* माता-पिता का बच्चे की खाने की पसंद नापसंद को नजरअंदाज करना
* घर पर बच्चे को अलग - अलग किस्म के खाने न मिलना
* जंक फूड खाने की लत लगना
* हमारे खाने की आदतों पर हमारे मन का असर
* दोस्तों का हमारे खाने की आदतों पर असर

३. भटकाने वाले विज्ञापन |
* किस तरह जंक फूड से बचा जाए
* आदर्श माता-पिता बनना
* बच्चे को इनाम में जंक फूड न दें
* खाना कहते हुए टीवी और मोबाइल न देखें
* घर पर अलग-अलग तरह के खाने बनाना
* माता-पिता का खाने में बच्चे की पसंद और नापसंद का ख्याल रखना

४. जंक फूड के बजाय पौष्टिक खाना चुनना |

५. किशोरों के लिए पीने की मीठ चीज़ों पर बने दिशानिर्देश |",https://www.youtube.com/watch?v=1r6l3BuMPPY&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=25
90,"1. शिशु का खाना तैयार करने और खिलाने में खुद की सफाई का महत्व।
2. खुद की सफाई बनाए रखने के लिए दिशानिर्देश:
- कपड़े
- बाल
- नाख़ून 
- ज़ेवर
- शरीर पर चोट और घाव को ढकना
- खाना पकाने, &nbsp;संभालने और खिलाने की जगह पर क्या-क्या नहीं करना चाहिए 
- हाथ धोने की सही तकनीक
- बच्चों को हाथ धोना सिखाना
- हाथों को कब-कब धोना चाहिए",https://www.youtube.com/watch?v=oClFPbjiT5Q&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=26
91,"# शिशु के खाने को बनाने के सुरक्षा निर्देश -
*स्वच्छता से खाना बनाना 
*खाने को पकाने के लिए सुरक्षा निर्देश

# शिशु को खाना खिलाते हुए पालन करने वाले सुरक्षा निर्देश  -
*खाने को स्वच्छता से खिलाना 
*कुछ सुरक्षा निर्देश ताकि खाना खिलाते हुए शिशु के गले में खाना न अटके 

# शिशु के खाने को संभाल कर रखने के लिए सुरक्षा निर्देश  -
* पकाया हुआ खाना संभालना 
   ** फ्रिज के बाहर 
   ** फ्रिज के अंदर 
* खाने की सामग्री को संभालने के लिए सुरक्षा निर्देश",https://www.youtube.com/watch?v=pMnx0gnakQM&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=27
92,"1. किशोरावस्था क्या  है?

2. किशोरावस्था में पौष्टिक खाना खाने की ज़रूरत |

3. किशोरावस्था में कौन से आवश्यक पोषक तत्व लेने चाहिए?

4. किशोरावस्था के लोगों के लिए कुछ शाकाहारी खाना बनाने के तरीके  जैसे की -

* सोयाबीन कटलेट 
* जवार टमाटर का चीला 
* मूँगफली की सब्जी 
* बाजरा जवार और सब्जियों की खिचड़ी 
* भरवां पराठे के साथ सफेद तिल की चटनी

5. ट्यूटोरियल में बताए गए शाकाहारी खानों  में कौन- कौन से पोषक तत्व हैं |",https://www.youtube.com/watch?v=4G01jh4mkJ0&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=28
93,"१. किशोरावस्था क्या &nbsp;है?

२. किशोरावस्था में कौन से आवश्यक पोषक तत्व खाने चाहिए?
३ . किशोरावस्था में पौष्टिक खाना खाने की ज़रूरत |

४. किशोरावस्था के लोगों के लिए कुछ माँसाहारी खाना बनाने के तरीके जैसे की -

&nbsp;* पालक और अंडे का भुर्जी
* मटन पाया सूप 
* मटन कलेजी और फेफड़े की करी 
* सुआ के पत्तों &nbsp;के साथ चिकन कीमा &nbsp; 
* मछली की करी 

५. ट्यूटोरियल में सिखाए गए माँसाहारी खाने में कौन-कौन से पोषक तत्व हैं | 

६. ट्यूटोरियल में सिखाए गए माँसाहारी खाने के पोषक तत्वों के फायदे |",https://www.youtube.com/watch?v=tr2E_RiJOb8&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=29
94,"- शरीर में प्रोटीन की ज़रूरत |  
- शरीर में चर्बी की ज़रूरत | 
- शरीर में विटामिन-ए का काम | 
- शरीर में विटामिन-बी का काम | 
- शरीर में फोलेट की ज़रूरत | 
- शरीर में आयरन और विटामिन-सी का काम | 
- शरीर में कैल्शियम और विटामिन- डी का काम | 
- शरीर में कोलिन का काम
- शरीर में ज़िंक  का काम | 
- शरीर में आयोडीन का काम | 
- शरीर में मैग्नेशियम  का काम | 
- नशीली चीजें जैसे शराब, तम्बाकू और नशा से दूर रहने की ज़रूरत | 

- माँ को अपने वज़न पर ध्यान देने की ज़रूरत | 
- एक दुबली माँ का नवजात शिशु के शरीर पर असर | 
- माँ के मोटापे का भ्रूण के विकास पर असर | 

- खाने की ऐसी चीज़ें जिन में से तरह तरह  के पोषक तत्व मिले सकें |",https://www.youtube.com/watch?v=GaQ_Lq9yvqA&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=30
95,"१. गर्भावस्था में पोषण से भरपूर आहार की महत्वता | 
२. गर्भावस्था के नौ महीनों में स्वस्थ तरीके से वज़न का बढ़ना | 
३. माँ के कम पोषण युक्त आहार खाने से शरीर में होने वाली तकलीफें | 
४. गर्भावस्था में किन-किन चीज़ों को नहीं खाना चाहिए | 
५. खाना बनाने के अलग-अलग तरीके जिन की वजह से शरीर पोषक तत्वों को ज़्यादा सोख पाए ।* भिगोना 
* अंकुरण 
* पकाना 
* खमीर उठाना 
.
६. गर्भवतीओं के लिए कुछ शाकाहारी खाना बनाने के तरीके और उन खानों में पोषक तत्वों की मात्रा -* लोबिआ की इडली 
* सनवा और बाजरा की खिचड़ी 
* मूंग रैप",https://www.youtube.com/watch?v=zFiwAs5lXOE&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=48
96,"1. दूध पिलाती माओं के लिए पोषण की ज़रूरत |
*  दूध पिलाती माओं को कौन-कौन से पोषक तत्वों की ज़रूरत होती है?
*  दूध पिलाती माओं को कौन से आवश्यक पोषक तत्व लेने चाहिए?
* आयोडीन और विटामिन-डी की ज़रूरत | 
*  गलैक्टोगौग्स की ज़रूरत |
*  दूध पिलाती माओं को कौन से अलग-अलग तरह के गलैक्टोगौग्स लेने चाहिए |

2. दूध पिलाती माओं के लिए शाकाहारी खाना बनाने के तरीके जैसे की -
*  अंकुरित दालों से बना चीला 
*  लहसुन, अलसी और टिल की चटनी 
*  मूंगफली, पालक और मेथी के कटलेट
*  बाजरा और चौलाई के पत्त्तों की मुठिआ 
*  अंकुरित मेथी की करी",https://www.youtube.com/watch?v=qH3puZaqPs0&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=32
97,"1.  दूध पिलाती माओं के लिए पोषण की ज़रूरत |
*  दूध पिलाती माओं को कौन-कौन से पोषक तत्वों की ज़रूरत होती है?
*  दूध पिलाती माओं को कौन से आवश्यक पोषक तत्व लेने चाहिए?
*  गलैक्टोगौग्स की ज़रूरत |
*  दूध पिलाती माओं को कौन से अलग-अलग तरह के गलैक्टोगौग्स लेने चाहिए |

2. दूध पिलाती माओं के लिए मांसाहारी खाना बनाने के तरीके |
*  सहजन की डंडी के साथ चिकन की सब्जी |
*  मूंगफली और लहसुन के मसाले में पकाया हुआ चिकन |
*  नारियल के साथ मछली की सब्जी |
*  उबले अंडे के साथ मिली जुली सब्जियां |
*  मछली और पालक की सब्जी |",https://www.youtube.com/watch?v=NDmnyDt79Ow&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=33
98,"1. स्तनपान के लिए अनुशंसित अवधि |
2. किन कारणों से शिशु को छः महीने की उम्र से घर पर बना पौष्टिक पूरक आहार खिलाना शुरू करना चाहिए | 
3. छ: से चौबीस महीने के शिशुओं के लिए सामान्य पूरक आहार दिशानिर्देश: |
- शिशु के आहार में नया खाना मिलाना
-शिशु के आहार में आठ आवश्यक खाद्य समूह होना
-शिशु के आहार में नए खाद्य समूहों को जोड़ने के दिशानिर्देश
-शिशु को फल देने के लिए अतिरिक्त दिशानिर्देश
-जिन शिशुओं को माँ का दूध नहीं मिल सकता उन की देखभाल करने वालों के लिए दिशानिर्देश
-शिशु को पानी और माँ का दूध पिलाने के के दिशानिर्देश
- स्वछता से पूरक आहार बनाने  के दिशानिर्देश.",https://www.youtube.com/watch?v=fJWss6jLjo4&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=45
99,"छः महीने के शिशुओं के लिए पूरक आहार के बारे में:   
- शिशु का पहला खाना 
- नए खाने को खिलाने के लिए दिशानिर्देश 
- खाने का गाढ़ापन और उस की मात्रा 
- एक दिन में कितनी बार खाना खिलाया जाए 

इन सब के बारे में - खाने की मात्रा, गाढ़ापन और कितनी बार खिलाया जाए:
- सात महीने के शिशुओं को 
- आठ महीने के शिशुओं को 
- नौ से ग्यारह महीने के शिशुओं को 
- बारह से चौबीस महीने के शिशुओं को 

एक साल के शिशुओं के लिए नाश्ता 
एक साल से दो साल के शिशुओं को कौन-कौन से खाने नहीं खिलाने चाहिए",https://www.youtube.com/watch?v=6NFiGZEsWTY&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=44
100,"1) पौष्टिक पॉउडरों का महत्व | 

2) शिशु को पूरक आहार देना शुरू करना | 

3) 6 से 24 महीने के  शिशुओं के लिए पौष्टिक पाउडर  बनाने के तरीके | 

* अमाइलेस पाउडर
* बीजों का पाउडर 
* दाने और बीजों का पाउडर 
* फलियों का पाउडर 
* कड़ी पत्तों का पाउडर
* सहजन के पत्तों का पाउडर 

4) टुटोरिअल में सिखाये गए पॉउडरों के फायदे | 

5) टुटोरिअल में सिखाये गए पॉउडरों में मौजूद पोषक तत्व |",https://www.youtube.com/watch?v=13TXUSmy2xc&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=34
101,"1. पूरक आहार क्या है?
2. पूरक आहार देने की शुरुआत | 
3. छः महीने के शिशुओं को ऊर्जा की ज़रूरत | 
4. छः महीने के शिशुओं के खाने का गाढ़ापन | 
5. कुछ शाकाहारी खाना बनाने के तरीके जैसे की -
    *  लोबिया की प्यूरी 
    *  कद्दू की प्यूरी
   *  रागी का दलिया 
   *  जवार का दलिया 
   *  पालक के पत्तों  की प्यूरी.l",https://www.youtube.com/watch?v=pA23Tr1nZbg&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=35
102,"१. शिशु को पूरक आहार देना क्यों ज़रूरी है?

२. माँसाहारी पूरक आहार देने की ज़रूरत| 

३.  किन-किन बातों का ध्यान रखा जाए जब शिशु को माँसाहारी पूरक आहार देना शुरू करते हैं | 

४.  छः  महीने के शिशु को पूरक आहार से कितनी ऊर्जा की ज़रूरत होती है?

 ५.  छः महीने के शिशु को कितना गाढ़ा खाना दें?

६. कुछ माँसाहारी पूरक आहार बनाने के तरीके -
                          * घोटा  हुआ अंडा 
                          * घोटी हुई मछली 
                          * कच्चे केले और मछली का दलीया 
                          * मुर्गी का घोटा हुआ कलेजा 
                          * घोटी हुई मुर्गी और गाजर.",https://www.youtube.com/watch?v=kmWHGf7FEP8&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=36
103,"1. हमारे खाने में खनिज पदार्थो का महत्व | 
2. अच्छे स्वास्थ्य होने के लिए मैग्नीशियम शरीर में क्या-क्या करता है | 
3. शरीर में मैग्नीशियम की कमी के कारण | 
4. मैग्नीशियम की कमी से होने वाले लक्षण | 
5. मैग्नीशियम की कमी से शरीर में बढ़ने वाले खतरे | 
6. मैग्नीशियम से भरपूर खाने के स्रोत | 
7. अलग-अलग खानों में मैग्नीशियम की मात्रा | 
8. वो कारण जिन की वजह से शरीर मैग्नीशियम नहीं सोख पाता | 
9. शरीर किस तरह से ज़्यादा मैग्नीशियम सोख सकता है | 
10. उम्र के हिसाब से शरीर में मैग्नीशियम की ज़रूरत",https://www.youtube.com/watch?v=DdGxuRtZzoc&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=38
104,"1. मैग्नीशियम के फायदे 
2. मैग्नीशियम के शाकाहारी स्रोत 
3. कुछ तरीके जिन से शरीर मैग्नीशियम सोख पाए
4. मैग्नीशियम से भरपूर शाकाहारी खाने :
* अंकुरित मोठ दाल कटलेट
* सूरजमुखी के बीजों की चटनी 
* अंकुरित लोबिया के पराठे
* अंकुरित चने की सूखी सब्जी
* चौलाई के पत्तों की  सुखी  सब्ज़ी
5. बताए गए खानों मैग्नीशियम की मात्रा",https://www.youtube.com/watch?v=lAIJegomCXk&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=46
105,"1.प्रोटीन का महत्व 

2.अलग - अलग तरह के प्रोटीन

3. शरीर को प्रोटीन से होने वाले लाभ

4. शरीर में प्रोटीन की कमी 

5. अलग - अलग आयु के लिए सुझाए गए प्रोटीन की मात्रा 

6. प्रोटीन के शाकाहारी स्रोत

7. प्रोटीन के मांसाहारी स्रोत

8. कुछ खाने की चीज़ों में प्रोटीन की मात्रा 

9. प्रोटीन को पचाना 

10. प्रोटीन की पूरक क्रिया

11. अनाज और दालों से तैयार किये हुए खाने:       
*बाजरा खिचड़ी       
*कढ़ी चावल      
* दही चावल",https://www.youtube.com/watch?v=mXigjC1fCRM&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=39
106,"प्रोटीन के फायदे | 
प्रोटीन के स्रोत | 
प्रोटीन से भरपूर शाकाहारी खाना -
* पनीर मसाला
* मूंग की सब्जी
* जवार और सोया से बना डोसा
* काले चने के कटलेट

इस टुटोरियल में बताए गए खानों में प्रोटीन की मात्रा | 
अनाज और दालों में एमिनो एसिड | 
प्रोटीन की पूरक क्रिया |",https://www.youtube.com/watch?v=PK-69F8Ito8&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=47
107,"1. कैल्शियम क्या है?
2. कैल्शियम से भरपूर खानों के स्रोत
3. खाना पकाने की तकनीक जिस से शरीर कैल्शियम को सोख पाए  
4. कैल्शियम से भरपूर शाकाहारी खाना बनाने के तरीके:
5. अंकुरित रागी का डोसा
6. तिल के बीज की चटनी 
7. चने की दाल और चोलाई के पत्तों की सब्ज़ी 
8. पनीर की भुर्जी 
9. दूध से पनीर बनाना
10. बताए गए खानों में कैल्शियम की मात्रा",https://www.youtube.com/watch?v=a98YkaC0zp0&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=40
108,"1. कैल्शियम- एक आवश्यक पोषक तत्व |
2. कैल्शियम से भरपूर माँसाहारी खाने के स्रोत |
3. कैल्शियम से भरपूर शाकाहारी खाने के स्रोत |
4. कैल्शियम से भरपूर कुछ मांसाहारी खाना बनाने के तरीके |
- सूखे झींगे की करी
-  बोम्बील मछली की करी
-  झींगा करी
-  सुखी मछली का पाउडर
5. इस टुटोरिअल में सिखाये गए खानों में कैल्शियम की मात्रा |
6. इस टुटोरिअल में सिखाये गए खानों में मौजूद बाकी के पोषक तत्व |",https://www.youtube.com/watch?v=jeeJUrNAtso&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=41
109,"1. विटामिन-सी क्या है?
2. हमारे शरीर में विटामिन-सी की ज़रूरत 
3. विटामिन-सी की कमी
4. विटामिन-सी से भरपूर खाने के  स्रोत
5. पकाए जाने पर विटामिन-सी पर क्या असर होता है?
6. विटामिन-सी से भरपूर खाने - 
          * अमरूद की चटनी
          * कच्चे आम और मूंगफली का सलाद
          * छोटी या बारीक़ मेथी  का सलाद 
          * आंवले का अचार
          * बंदगोभी का सलाद
7. इस टुटोरिअल में सिखाये गए खानों में विटामिन-सी की मात्रा",https://www.youtube.com/watch?v=x9umggQmmIQ&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=42
110,"Outline
The need to wear a face mask.
Guidelines by World Health Organization for wearing a mask
Types of masks -
Disposable masks
Homemade masks
Benefits of homemade masks
Procedure to make mask with a sewing machine
Procedure to make a mask without sewing machine
Precautions to take before wearing the mask
Precautions to take while removing the mask
Ways to clean the mask
Storing the mask",https://www.youtube.com/watch?v=PWnJTYRqGGE&list=PLW1XlJ-Yzv-PY5jUqbsb32bSiKeF4s0Xd&index=43
111,"१. आई व बाळासाठी स्तनपानाची योग्य स्थती निवडणे 
२. स्तनपानापूर्वी आईची तयारी
३. क्रॉस क्रेडलची संपूर्ण कार्यपद्धती
    i. बाळाला पकडण्या अगोदर बाळाची स्थिती 
    ii. बाळाला पकडल्यानंतर स्तनाच्या पकडी अगोदर आईची स्थिती
        अ.स्तनाला पकडण्यासाठी आईच्या हाताची योग्य स्थिती 
    iii. बाळाची स्तनावर पकड झाल्यानंतर आईची स्थिती 
    iv. बाळाची स्थिती 
        अ. बाळाचे नाक व हनुवटीची स्थिती 
        ब.बाळाच्या शरीराची स्थिती 
    v.आईने या स्थितीत काय करावे आणि काय करू नये",https://www.youtube.com/watch?v=BKy2MmEwL1E&list=PLW1XlJ-Yzv-NrO1NK7JaiJdqKQAbU0BTI
